IUCR_Code,IUCR_cat,HOURLYTemp,ID-count
10,MOTOR VEHICLE THEFT,93,5
10,MOTOR VEHICLE THEFT,94,8
10,MOTOR VEHICLE THEFT,95,3
11,ARSON,-2,1
11,ARSON,-1,1
11,ARSON,0,1
11,ARSON,1,7
11,ARSON,2,3
11,ARSON,3,1
11,ARSON,4,1
11,ARSON,5,2
11,ARSON,6,4
11,ARSON,7,2
11,ARSON,8,2
11,ARSON,9,3
11,ARSON,10,2
11,ARSON,11,3
11,ARSON,12,2
11,ARSON,13,3
11,ARSON,14,2
11,ARSON,15,4
11,ARSON,16,7
11,ARSON,17,5
11,ARSON,18,13
11,ARSON,19,5
11,ARSON,20,6
11,ARSON,21,8
11,ARSON,22,8
11,ARSON,23,7
11,ARSON,24,15
11,ARSON,25,16
11,ARSON,26,14
11,ARSON,27,9
11,ARSON,28,21
11,ARSON,29,13
11,ARSON,30,23
11,ARSON,31,20
11,ARSON,32,20
11,ARSON,33,15
11,ARSON,34,28
11,ARSON,35,20
11,ARSON,36,11
11,ARSON,37,32
11,ARSON,38,28
11,ARSON,39,31
11,ARSON,40,16
11,ARSON,41,25
11,ARSON,42,32
11,ARSON,43,37
11,ARSON,44,22
11,ARSON,45,28
11,ARSON,46,16
11,ARSON,47,24
11,ARSON,48,21
11,ARSON,49,17
11,ARSON,50,23
11,ARSON,51,17
11,ARSON,52,22
11,ARSON,53,21
11,ARSON,54,20
11,ARSON,55,23
11,ARSON,56,23
11,ARSON,57,29
11,ARSON,58,21
11,ARSON,59,22
11,ARSON,60,33
11,ARSON,61,20
11,ARSON,62,28
11,ARSON,63,21
11,ARSON,64,29
11,ARSON,65,28
11,ARSON,66,41
11,ARSON,67,23
11,ARSON,68,38
11,ARSON,69,46
11,ARSON,70,39
11,ARSON,71,34
11,ARSON,72,28
11,ARSON,73,17
11,ARSON,74,25
11,ARSON,75,23
11,ARSON,76,16
11,ARSON,77,17
11,ARSON,78,14
11,ARSON,79,13
11,ARSON,80,12
11,ARSON,81,12
11,ARSON,82,13
11,ARSON,83,7
11,ARSON,84,5
11,ARSON,85,2
11,ARSON,86,5
11,ARSON,87,2
11,ARSON,88,3
11,ARSON,90,2
11,ARSON,91,1
11,ARSON,94,1
12,HUMAN TRAFFICKING,6,1
12,HUMAN TRAFFICKING,10,1
12,HUMAN TRAFFICKING,25,1
12,HUMAN TRAFFICKING,28,1
12,HUMAN TRAFFICKING,29,1
12,HUMAN TRAFFICKING,33,2
12,HUMAN TRAFFICKING,40,1
12,HUMAN TRAFFICKING,42,1
12,HUMAN TRAFFICKING,43,1
12,HUMAN TRAFFICKING,44,1
12,HUMAN TRAFFICKING,46,1
12,HUMAN TRAFFICKING,50,1
12,HUMAN TRAFFICKING,52,1
12,HUMAN TRAFFICKING,54,1
12,HUMAN TRAFFICKING,60,1
12,HUMAN TRAFFICKING,63,1
12,HUMAN TRAFFICKING,64,1
12,HUMAN TRAFFICKING,65,2
12,HUMAN TRAFFICKING,66,1
12,HUMAN TRAFFICKING,68,1
12,HUMAN TRAFFICKING,70,2
12,HUMAN TRAFFICKING,72,2
12,HUMAN TRAFFICKING,73,1
12,HUMAN TRAFFICKING,74,1
12,HUMAN TRAFFICKING,77,1
12,HUMAN TRAFFICKING,79,2
12,HUMAN TRAFFICKING,82,2
12,HUMAN TRAFFICKING,87,1
12,HUMAN TRAFFICKING,88,1
13,DECEPTIVE PRACTICE,-10,2
13,DECEPTIVE PRACTICE,-8,2
13,DECEPTIVE PRACTICE,-7,13
13,DECEPTIVE PRACTICE,-6,25
13,DECEPTIVE PRACTICE,-5,14
13,DECEPTIVE PRACTICE,-4,11
13,DECEPTIVE PRACTICE,-3,27
13,DECEPTIVE PRACTICE,-2,51
13,DECEPTIVE PRACTICE,-1,51
13,DECEPTIVE PRACTICE,0,62
13,DECEPTIVE PRACTICE,1,88
13,DECEPTIVE PRACTICE,2,114
13,DECEPTIVE PRACTICE,3,120
13,DECEPTIVE PRACTICE,4,155
13,DECEPTIVE PRACTICE,5,129
13,DECEPTIVE PRACTICE,6,116
13,DECEPTIVE PRACTICE,7,160
13,DECEPTIVE PRACTICE,8,110
13,DECEPTIVE PRACTICE,9,106
13,DECEPTIVE PRACTICE,10,141
13,DECEPTIVE PRACTICE,11,176
13,DECEPTIVE PRACTICE,12,152
13,DECEPTIVE PRACTICE,13,235
13,DECEPTIVE PRACTICE,14,257
13,DECEPTIVE PRACTICE,15,184
13,DECEPTIVE PRACTICE,16,261
13,DECEPTIVE PRACTICE,17,373
13,DECEPTIVE PRACTICE,18,385
13,DECEPTIVE PRACTICE,19,437
13,DECEPTIVE PRACTICE,20,341
13,DECEPTIVE PRACTICE,21,367
13,DECEPTIVE PRACTICE,22,258
13,DECEPTIVE PRACTICE,23,331
13,DECEPTIVE PRACTICE,24,503
13,DECEPTIVE PRACTICE,25,428
13,DECEPTIVE PRACTICE,26,504
13,DECEPTIVE PRACTICE,27,616
13,DECEPTIVE PRACTICE,28,637
13,DECEPTIVE PRACTICE,29,671
13,DECEPTIVE PRACTICE,30,714
13,DECEPTIVE PRACTICE,31,815
13,DECEPTIVE PRACTICE,32,1009
13,DECEPTIVE PRACTICE,33,864
13,DECEPTIVE PRACTICE,34,794
13,DECEPTIVE PRACTICE,35,856
13,DECEPTIVE PRACTICE,36,802
13,DECEPTIVE PRACTICE,37,883
13,DECEPTIVE PRACTICE,38,912
13,DECEPTIVE PRACTICE,39,1028
13,DECEPTIVE PRACTICE,40,1007
13,DECEPTIVE PRACTICE,41,954
13,DECEPTIVE PRACTICE,42,717
13,DECEPTIVE PRACTICE,43,815
13,DECEPTIVE PRACTICE,44,834
13,DECEPTIVE PRACTICE,45,834
13,DECEPTIVE PRACTICE,46,861
13,DECEPTIVE PRACTICE,47,878
13,DECEPTIVE PRACTICE,48,820
13,DECEPTIVE PRACTICE,49,615
13,DECEPTIVE PRACTICE,50,996
13,DECEPTIVE PRACTICE,51,597
13,DECEPTIVE PRACTICE,52,764
13,DECEPTIVE PRACTICE,53,740
13,DECEPTIVE PRACTICE,54,743
13,DECEPTIVE PRACTICE,55,729
13,DECEPTIVE PRACTICE,56,744
13,DECEPTIVE PRACTICE,57,908
13,DECEPTIVE PRACTICE,58,587
13,DECEPTIVE PRACTICE,59,837
13,DECEPTIVE PRACTICE,60,799
13,DECEPTIVE PRACTICE,61,748
13,DECEPTIVE PRACTICE,62,794
13,DECEPTIVE PRACTICE,63,748
13,DECEPTIVE PRACTICE,64,803
13,DECEPTIVE PRACTICE,65,925
13,DECEPTIVE PRACTICE,66,811
13,DECEPTIVE PRACTICE,67,985
13,DECEPTIVE PRACTICE,68,890
13,DECEPTIVE PRACTICE,69,974
13,DECEPTIVE PRACTICE,70,1052
13,DECEPTIVE PRACTICE,71,935
13,DECEPTIVE PRACTICE,72,975
13,DECEPTIVE PRACTICE,73,1018
13,DECEPTIVE PRACTICE,74,1058
13,DECEPTIVE PRACTICE,75,950
13,DECEPTIVE PRACTICE,76,877
13,DECEPTIVE PRACTICE,77,890
13,DECEPTIVE PRACTICE,78,979
13,DECEPTIVE PRACTICE,79,859
13,DECEPTIVE PRACTICE,80,874
13,DECEPTIVE PRACTICE,81,688
13,DECEPTIVE PRACTICE,82,845
13,DECEPTIVE PRACTICE,83,586
13,DECEPTIVE PRACTICE,84,512
13,DECEPTIVE PRACTICE,85,529
13,DECEPTIVE PRACTICE,86,427
13,DECEPTIVE PRACTICE,87,336
13,DECEPTIVE PRACTICE,88,264
13,DECEPTIVE PRACTICE,89,162
13,DECEPTIVE PRACTICE,90,168
13,DECEPTIVE PRACTICE,91,88
13,DECEPTIVE PRACTICE,92,52
13,DECEPTIVE PRACTICE,93,26
13,DECEPTIVE PRACTICE,94,19
13,DECEPTIVE PRACTICE,95,2
14,CRIMINAL DAMAGE,-12,1
14,CRIMINAL DAMAGE,-10,2
14,CRIMINAL DAMAGE,-9,1
14,CRIMINAL DAMAGE,-8,19
14,CRIMINAL DAMAGE,-7,24
14,CRIMINAL DAMAGE,-6,23
14,CRIMINAL DAMAGE,-5,41
14,CRIMINAL DAMAGE,-4,23
14,CRIMINAL DAMAGE,-3,52
14,CRIMINAL DAMAGE,-2,49
14,CRIMINAL DAMAGE,-1,88
14,CRIMINAL DAMAGE,0,111
14,CRIMINAL DAMAGE,1,188
14,CRIMINAL DAMAGE,2,210
14,CRIMINAL DAMAGE,3,174
14,CRIMINAL DAMAGE,4,270
14,CRIMINAL DAMAGE,5,218
14,CRIMINAL DAMAGE,6,188
14,CRIMINAL DAMAGE,7,230
14,CRIMINAL DAMAGE,8,193
14,CRIMINAL DAMAGE,9,207
14,CRIMINAL DAMAGE,10,224
14,CRIMINAL DAMAGE,11,274
14,CRIMINAL DAMAGE,12,272
14,CRIMINAL DAMAGE,13,328
14,CRIMINAL DAMAGE,14,346
14,CRIMINAL DAMAGE,15,365
14,CRIMINAL DAMAGE,16,377
14,CRIMINAL DAMAGE,17,453
14,CRIMINAL DAMAGE,18,485
14,CRIMINAL DAMAGE,19,688
14,CRIMINAL DAMAGE,20,545
14,CRIMINAL DAMAGE,21,579
14,CRIMINAL DAMAGE,22,439
14,CRIMINAL DAMAGE,23,633
14,CRIMINAL DAMAGE,24,777
14,CRIMINAL DAMAGE,25,817
14,CRIMINAL DAMAGE,26,948
14,CRIMINAL DAMAGE,27,1086
14,CRIMINAL DAMAGE,28,1080
14,CRIMINAL DAMAGE,29,1267
14,CRIMINAL DAMAGE,30,1646
14,CRIMINAL DAMAGE,31,1615
14,CRIMINAL DAMAGE,32,1905
14,CRIMINAL DAMAGE,33,1770
14,CRIMINAL DAMAGE,34,1792
14,CRIMINAL DAMAGE,35,1609
14,CRIMINAL DAMAGE,36,1828
14,CRIMINAL DAMAGE,37,1864
14,CRIMINAL DAMAGE,38,1832
14,CRIMINAL DAMAGE,39,1922
14,CRIMINAL DAMAGE,40,2057
14,CRIMINAL DAMAGE,41,1809
14,CRIMINAL DAMAGE,42,1641
14,CRIMINAL DAMAGE,43,1801
14,CRIMINAL DAMAGE,44,1800
14,CRIMINAL DAMAGE,45,1759
14,CRIMINAL DAMAGE,46,1806
14,CRIMINAL DAMAGE,47,1808
14,CRIMINAL DAMAGE,48,1833
14,CRIMINAL DAMAGE,49,1558
14,CRIMINAL DAMAGE,50,1874
14,CRIMINAL DAMAGE,51,1463
14,CRIMINAL DAMAGE,52,1586
14,CRIMINAL DAMAGE,53,1483
14,CRIMINAL DAMAGE,54,1475
14,CRIMINAL DAMAGE,55,1451
14,CRIMINAL DAMAGE,56,1629
14,CRIMINAL DAMAGE,57,1933
14,CRIMINAL DAMAGE,58,1353
14,CRIMINAL DAMAGE,59,1670
14,CRIMINAL DAMAGE,60,2023
14,CRIMINAL DAMAGE,61,1801
14,CRIMINAL DAMAGE,62,1702
14,CRIMINAL DAMAGE,63,2016
14,CRIMINAL DAMAGE,64,1949
14,CRIMINAL DAMAGE,65,2264
14,CRIMINAL DAMAGE,66,2048
14,CRIMINAL DAMAGE,67,2343
14,CRIMINAL DAMAGE,68,2434
14,CRIMINAL DAMAGE,69,2146
14,CRIMINAL DAMAGE,70,2590
14,CRIMINAL DAMAGE,71,2181
14,CRIMINAL DAMAGE,72,2285
14,CRIMINAL DAMAGE,73,2241
14,CRIMINAL DAMAGE,74,2169
14,CRIMINAL DAMAGE,75,1750
14,CRIMINAL DAMAGE,76,1807
14,CRIMINAL DAMAGE,77,1855
14,CRIMINAL DAMAGE,78,1726
14,CRIMINAL DAMAGE,79,1487
14,CRIMINAL DAMAGE,80,1388
14,CRIMINAL DAMAGE,81,1282
14,CRIMINAL DAMAGE,82,1298
14,CRIMINAL DAMAGE,83,900
14,CRIMINAL DAMAGE,84,703
14,CRIMINAL DAMAGE,85,706
14,CRIMINAL DAMAGE,86,555
14,CRIMINAL DAMAGE,87,415
14,CRIMINAL DAMAGE,88,381
14,CRIMINAL DAMAGE,89,238
14,CRIMINAL DAMAGE,90,190
14,CRIMINAL DAMAGE,91,142
14,CRIMINAL DAMAGE,92,71
14,CRIMINAL DAMAGE,93,25
14,CRIMINAL DAMAGE,94,22
14,CRIMINAL DAMAGE,95,5
15,WEAPONS VIOLATION,-7,3
15,WEAPONS VIOLATION,-6,5
15,WEAPONS VIOLATION,-5,3
15,WEAPONS VIOLATION,-4,4
15,WEAPONS VIOLATION,-3,5
15,WEAPONS VIOLATION,-2,4
15,WEAPONS VIOLATION,-1,12
15,WEAPONS VIOLATION,0,15
15,WEAPONS VIOLATION,1,23
15,WEAPONS VIOLATION,2,24
15,WEAPONS VIOLATION,3,19
15,WEAPONS VIOLATION,4,31
15,WEAPONS VIOLATION,5,17
15,WEAPONS VIOLATION,6,15
15,WEAPONS VIOLATION,7,26
15,WEAPONS VIOLATION,8,17
15,WEAPONS VIOLATION,9,14
15,WEAPONS VIOLATION,10,26
15,WEAPONS VIOLATION,11,33
15,WEAPONS VIOLATION,12,25
15,WEAPONS VIOLATION,13,44
15,WEAPONS VIOLATION,14,28
15,WEAPONS VIOLATION,15,35
15,WEAPONS VIOLATION,16,47
15,WEAPONS VIOLATION,17,66
15,WEAPONS VIOLATION,18,53
15,WEAPONS VIOLATION,19,59
15,WEAPONS VIOLATION,20,60
15,WEAPONS VIOLATION,21,54
15,WEAPONS VIOLATION,22,43
15,WEAPONS VIOLATION,23,59
15,WEAPONS VIOLATION,24,83
15,WEAPONS VIOLATION,25,85
15,WEAPONS VIOLATION,26,97
15,WEAPONS VIOLATION,27,116
15,WEAPONS VIOLATION,28,109
15,WEAPONS VIOLATION,29,106
15,WEAPONS VIOLATION,30,168
15,WEAPONS VIOLATION,31,175
15,WEAPONS VIOLATION,32,197
15,WEAPONS VIOLATION,33,177
15,WEAPONS VIOLATION,34,195
15,WEAPONS VIOLATION,35,167
15,WEAPONS VIOLATION,36,182
15,WEAPONS VIOLATION,37,175
15,WEAPONS VIOLATION,38,178
15,WEAPONS VIOLATION,39,207
15,WEAPONS VIOLATION,40,234
15,WEAPONS VIOLATION,41,187
15,WEAPONS VIOLATION,42,182
15,WEAPONS VIOLATION,43,168
15,WEAPONS VIOLATION,44,167
15,WEAPONS VIOLATION,45,199
15,WEAPONS VIOLATION,46,167
15,WEAPONS VIOLATION,47,190
15,WEAPONS VIOLATION,48,147
15,WEAPONS VIOLATION,49,165
15,WEAPONS VIOLATION,50,200
15,WEAPONS VIOLATION,51,159
15,WEAPONS VIOLATION,52,167
15,WEAPONS VIOLATION,53,143
15,WEAPONS VIOLATION,54,158
15,WEAPONS VIOLATION,55,164
15,WEAPONS VIOLATION,56,207
15,WEAPONS VIOLATION,57,183
15,WEAPONS VIOLATION,58,155
15,WEAPONS VIOLATION,59,195
15,WEAPONS VIOLATION,60,216
15,WEAPONS VIOLATION,61,194
15,WEAPONS VIOLATION,62,218
15,WEAPONS VIOLATION,63,239
15,WEAPONS VIOLATION,64,248
15,WEAPONS VIOLATION,65,291
15,WEAPONS VIOLATION,66,227
15,WEAPONS VIOLATION,67,254
15,WEAPONS VIOLATION,68,298
15,WEAPONS VIOLATION,69,267
15,WEAPONS VIOLATION,70,307
15,WEAPONS VIOLATION,71,248
15,WEAPONS VIOLATION,72,257
15,WEAPONS VIOLATION,73,242
15,WEAPONS VIOLATION,74,228
15,WEAPONS VIOLATION,75,205
15,WEAPONS VIOLATION,76,200
15,WEAPONS VIOLATION,77,217
15,WEAPONS VIOLATION,78,217
15,WEAPONS VIOLATION,79,198
15,WEAPONS VIOLATION,80,149
15,WEAPONS VIOLATION,81,149
15,WEAPONS VIOLATION,82,125
15,WEAPONS VIOLATION,83,92
15,WEAPONS VIOLATION,84,88
15,WEAPONS VIOLATION,85,70
15,WEAPONS VIOLATION,86,59
15,WEAPONS VIOLATION,87,57
15,WEAPONS VIOLATION,88,40
15,WEAPONS VIOLATION,89,25
15,WEAPONS VIOLATION,90,21
15,WEAPONS VIOLATION,91,18
15,WEAPONS VIOLATION,92,8
15,WEAPONS VIOLATION,93,3
15,WEAPONS VIOLATION,94,2
16,PROSTITUTION,-2,1
16,PROSTITUTION,-1,6
16,PROSTITUTION,0,1
16,PROSTITUTION,1,8
16,PROSTITUTION,2,3
16,PROSTITUTION,3,3
16,PROSTITUTION,4,1
16,PROSTITUTION,5,3
16,PROSTITUTION,6,3
16,PROSTITUTION,7,1
16,PROSTITUTION,8,6
16,PROSTITUTION,9,6
16,PROSTITUTION,10,14
16,PROSTITUTION,11,2
16,PROSTITUTION,12,9
16,PROSTITUTION,13,5
16,PROSTITUTION,14,5
16,PROSTITUTION,15,10
16,PROSTITUTION,16,5
16,PROSTITUTION,17,12
16,PROSTITUTION,18,14
16,PROSTITUTION,19,16
16,PROSTITUTION,20,11
16,PROSTITUTION,21,12
16,PROSTITUTION,22,5
16,PROSTITUTION,23,22
16,PROSTITUTION,24,21
16,PROSTITUTION,25,16
16,PROSTITUTION,26,36
16,PROSTITUTION,27,32
16,PROSTITUTION,28,25
16,PROSTITUTION,29,43
16,PROSTITUTION,30,57
16,PROSTITUTION,31,48
16,PROSTITUTION,32,61
16,PROSTITUTION,33,41
16,PROSTITUTION,34,45
16,PROSTITUTION,35,63
16,PROSTITUTION,36,40
16,PROSTITUTION,37,36
16,PROSTITUTION,38,50
16,PROSTITUTION,39,44
16,PROSTITUTION,40,54
16,PROSTITUTION,41,52
16,PROSTITUTION,42,50
16,PROSTITUTION,43,41
16,PROSTITUTION,44,69
16,PROSTITUTION,45,52
16,PROSTITUTION,46,49
16,PROSTITUTION,47,51
16,PROSTITUTION,48,27
16,PROSTITUTION,49,48
16,PROSTITUTION,50,66
16,PROSTITUTION,51,25
16,PROSTITUTION,52,32
16,PROSTITUTION,53,30
16,PROSTITUTION,54,35
16,PROSTITUTION,55,48
16,PROSTITUTION,56,42
16,PROSTITUTION,57,52
16,PROSTITUTION,58,25
16,PROSTITUTION,59,34
16,PROSTITUTION,60,38
16,PROSTITUTION,61,50
16,PROSTITUTION,62,38
16,PROSTITUTION,63,53
16,PROSTITUTION,64,43
16,PROSTITUTION,65,87
16,PROSTITUTION,66,41
16,PROSTITUTION,67,54
16,PROSTITUTION,68,64
16,PROSTITUTION,69,59
16,PROSTITUTION,70,80
16,PROSTITUTION,71,67
16,PROSTITUTION,72,46
16,PROSTITUTION,73,32
16,PROSTITUTION,74,57
16,PROSTITUTION,75,34
16,PROSTITUTION,76,55
16,PROSTITUTION,77,32
16,PROSTITUTION,78,50
16,PROSTITUTION,79,38
16,PROSTITUTION,80,35
16,PROSTITUTION,81,30
16,PROSTITUTION,82,32
16,PROSTITUTION,83,9
16,PROSTITUTION,84,25
16,PROSTITUTION,85,8
16,PROSTITUTION,86,12
16,PROSTITUTION,87,3
16,PROSTITUTION,88,8
16,PROSTITUTION,89,2
16,PROSTITUTION,90,5
16,PROSTITUTION,91,1
17,SEX OFFENSE,-3,2
17,SEX OFFENSE,-2,1
17,SEX OFFENSE,-1,18
17,SEX OFFENSE,0,5
17,SEX OFFENSE,1,2
17,SEX OFFENSE,2,2
17,SEX OFFENSE,3,3
17,SEX OFFENSE,4,7
17,SEX OFFENSE,5,6
17,SEX OFFENSE,6,5
17,SEX OFFENSE,7,8
17,SEX OFFENSE,8,8
17,SEX OFFENSE,9,8
17,SEX OFFENSE,10,7
17,SEX OFFENSE,11,9
17,SEX OFFENSE,12,6
17,SEX OFFENSE,13,7
17,SEX OFFENSE,14,15
17,SEX OFFENSE,15,16
17,SEX OFFENSE,16,17
17,SEX OFFENSE,17,52
17,SEX OFFENSE,18,21
17,SEX OFFENSE,19,21
17,SEX OFFENSE,20,20
17,SEX OFFENSE,21,27
17,SEX OFFENSE,22,13
17,SEX OFFENSE,23,50
17,SEX OFFENSE,24,76
17,SEX OFFENSE,25,16
17,SEX OFFENSE,26,21
17,SEX OFFENSE,27,32
17,SEX OFFENSE,28,27
17,SEX OFFENSE,29,29
17,SEX OFFENSE,30,47
17,SEX OFFENSE,31,53
17,SEX OFFENSE,32,51
17,SEX OFFENSE,33,49
17,SEX OFFENSE,34,43
17,SEX OFFENSE,35,49
17,SEX OFFENSE,36,60
17,SEX OFFENSE,37,50
17,SEX OFFENSE,38,57
17,SEX OFFENSE,39,52
17,SEX OFFENSE,40,58
17,SEX OFFENSE,41,58
17,SEX OFFENSE,42,61
17,SEX OFFENSE,43,66
17,SEX OFFENSE,44,51
17,SEX OFFENSE,45,59
17,SEX OFFENSE,46,71
17,SEX OFFENSE,47,42
17,SEX OFFENSE,48,62
17,SEX OFFENSE,49,29
17,SEX OFFENSE,50,55
17,SEX OFFENSE,51,51
17,SEX OFFENSE,52,45
17,SEX OFFENSE,53,46
17,SEX OFFENSE,54,54
17,SEX OFFENSE,55,40
17,SEX OFFENSE,56,36
17,SEX OFFENSE,57,48
17,SEX OFFENSE,58,42
17,SEX OFFENSE,59,41
17,SEX OFFENSE,60,52
17,SEX OFFENSE,61,42
17,SEX OFFENSE,62,57
17,SEX OFFENSE,63,59
17,SEX OFFENSE,64,72
17,SEX OFFENSE,65,85
17,SEX OFFENSE,66,54
17,SEX OFFENSE,67,63
17,SEX OFFENSE,68,79
17,SEX OFFENSE,69,70
17,SEX OFFENSE,70,86
17,SEX OFFENSE,71,72
17,SEX OFFENSE,72,78
17,SEX OFFENSE,73,58
17,SEX OFFENSE,74,65
17,SEX OFFENSE,75,57
17,SEX OFFENSE,76,49
17,SEX OFFENSE,77,37
17,SEX OFFENSE,78,60
17,SEX OFFENSE,79,57
17,SEX OFFENSE,80,53
17,SEX OFFENSE,81,35
17,SEX OFFENSE,82,52
17,SEX OFFENSE,83,34
17,SEX OFFENSE,84,26
17,SEX OFFENSE,85,26
17,SEX OFFENSE,86,21
17,SEX OFFENSE,87,25
17,SEX OFFENSE,88,21
17,SEX OFFENSE,89,10
17,SEX OFFENSE,90,8
17,SEX OFFENSE,91,7
17,SEX OFFENSE,92,3
17,SEX OFFENSE,93,1
18,GAMBLING,5,1
18,GAMBLING,8,1
18,GAMBLING,11,3
18,GAMBLING,19,1
18,GAMBLING,20,1
18,GAMBLING,23,1
18,GAMBLING,24,1
18,GAMBLING,25,3
18,GAMBLING,26,2
18,GAMBLING,27,1
18,GAMBLING,30,1
18,GAMBLING,31,3
18,GAMBLING,32,5
18,GAMBLING,33,6
18,GAMBLING,34,1
18,GAMBLING,36,3
18,GAMBLING,37,3
18,GAMBLING,38,4
18,GAMBLING,39,2
18,GAMBLING,40,7
18,GAMBLING,41,2
18,GAMBLING,42,8
18,GAMBLING,43,6
18,GAMBLING,44,5
18,GAMBLING,45,5
18,GAMBLING,46,8
18,GAMBLING,47,6
18,GAMBLING,48,6
18,GAMBLING,49,7
18,GAMBLING,50,8
18,GAMBLING,51,8
18,GAMBLING,52,7
18,GAMBLING,53,9
18,GAMBLING,54,12
18,GAMBLING,55,8
18,GAMBLING,56,13
18,GAMBLING,57,12
18,GAMBLING,58,8
18,GAMBLING,59,12
18,GAMBLING,60,12
18,GAMBLING,61,10
18,GAMBLING,62,15
18,GAMBLING,63,20
18,GAMBLING,64,14
18,GAMBLING,65,15
18,GAMBLING,66,15
18,GAMBLING,67,17
18,GAMBLING,68,26
18,GAMBLING,69,21
18,GAMBLING,70,27
18,GAMBLING,71,23
18,GAMBLING,72,29
18,GAMBLING,73,18
18,GAMBLING,74,25
18,GAMBLING,75,22
18,GAMBLING,76,20
18,GAMBLING,77,17
18,GAMBLING,78,12
18,GAMBLING,79,28
18,GAMBLING,80,24
18,GAMBLING,81,16
18,GAMBLING,82,14
18,GAMBLING,83,9
18,GAMBLING,84,8
18,GAMBLING,85,9
18,GAMBLING,86,7
18,GAMBLING,87,8
18,GAMBLING,88,9
18,GAMBLING,89,6
18,GAMBLING,90,3
18,GAMBLING,91,4
19,OFFENSE INVOLVING CHILDREN,-10,1
19,OFFENSE INVOLVING CHILDREN,-7,1
19,OFFENSE INVOLVING CHILDREN,-5,2
19,OFFENSE INVOLVING CHILDREN,-4,2
19,OFFENSE INVOLVING CHILDREN,-3,6
19,OFFENSE INVOLVING CHILDREN,-2,4
19,OFFENSE INVOLVING CHILDREN,-1,80
19,OFFENSE INVOLVING CHILDREN,0,4
19,OFFENSE INVOLVING CHILDREN,1,13
19,OFFENSE INVOLVING CHILDREN,2,15
19,OFFENSE INVOLVING CHILDREN,3,16
19,OFFENSE INVOLVING CHILDREN,4,13
19,OFFENSE INVOLVING CHILDREN,5,13
19,OFFENSE INVOLVING CHILDREN,6,16
19,OFFENSE INVOLVING CHILDREN,7,13
19,OFFENSE INVOLVING CHILDREN,8,11
19,OFFENSE INVOLVING CHILDREN,9,15
19,OFFENSE INVOLVING CHILDREN,10,28
19,OFFENSE INVOLVING CHILDREN,11,21
19,OFFENSE INVOLVING CHILDREN,12,19
19,OFFENSE INVOLVING CHILDREN,13,20
19,OFFENSE INVOLVING CHILDREN,14,20
19,OFFENSE INVOLVING CHILDREN,15,25
19,OFFENSE INVOLVING CHILDREN,16,21
19,OFFENSE INVOLVING CHILDREN,17,138
19,OFFENSE INVOLVING CHILDREN,18,39
19,OFFENSE INVOLVING CHILDREN,19,44
19,OFFENSE INVOLVING CHILDREN,20,44
19,OFFENSE INVOLVING CHILDREN,21,41
19,OFFENSE INVOLVING CHILDREN,22,32
19,OFFENSE INVOLVING CHILDREN,23,140
19,OFFENSE INVOLVING CHILDREN,24,149
19,OFFENSE INVOLVING CHILDREN,25,54
19,OFFENSE INVOLVING CHILDREN,26,61
19,OFFENSE INVOLVING CHILDREN,27,56
19,OFFENSE INVOLVING CHILDREN,28,70
19,OFFENSE INVOLVING CHILDREN,29,84
19,OFFENSE INVOLVING CHILDREN,30,100
19,OFFENSE INVOLVING CHILDREN,31,97
19,OFFENSE INVOLVING CHILDREN,32,114
19,OFFENSE INVOLVING CHILDREN,33,109
19,OFFENSE INVOLVING CHILDREN,34,106
19,OFFENSE INVOLVING CHILDREN,35,100
19,OFFENSE INVOLVING CHILDREN,36,112
19,OFFENSE INVOLVING CHILDREN,37,122
19,OFFENSE INVOLVING CHILDREN,38,120
19,OFFENSE INVOLVING CHILDREN,39,96
19,OFFENSE INVOLVING CHILDREN,40,142
19,OFFENSE INVOLVING CHILDREN,41,106
19,OFFENSE INVOLVING CHILDREN,42,104
19,OFFENSE INVOLVING CHILDREN,43,96
19,OFFENSE INVOLVING CHILDREN,44,100
19,OFFENSE INVOLVING CHILDREN,45,107
19,OFFENSE INVOLVING CHILDREN,46,110
19,OFFENSE INVOLVING CHILDREN,47,91
19,OFFENSE INVOLVING CHILDREN,48,124
19,OFFENSE INVOLVING CHILDREN,49,86
19,OFFENSE INVOLVING CHILDREN,50,91
19,OFFENSE INVOLVING CHILDREN,51,69
19,OFFENSE INVOLVING CHILDREN,52,83
19,OFFENSE INVOLVING CHILDREN,53,79
19,OFFENSE INVOLVING CHILDREN,54,82
19,OFFENSE INVOLVING CHILDREN,55,90
19,OFFENSE INVOLVING CHILDREN,56,104
19,OFFENSE INVOLVING CHILDREN,57,97
19,OFFENSE INVOLVING CHILDREN,58,61
19,OFFENSE INVOLVING CHILDREN,59,103
19,OFFENSE INVOLVING CHILDREN,60,115
19,OFFENSE INVOLVING CHILDREN,61,69
19,OFFENSE INVOLVING CHILDREN,62,100
19,OFFENSE INVOLVING CHILDREN,63,83
19,OFFENSE INVOLVING CHILDREN,64,120
19,OFFENSE INVOLVING CHILDREN,65,126
19,OFFENSE INVOLVING CHILDREN,66,100
19,OFFENSE INVOLVING CHILDREN,67,115
19,OFFENSE INVOLVING CHILDREN,68,127
19,OFFENSE INVOLVING CHILDREN,69,111
19,OFFENSE INVOLVING CHILDREN,70,149
19,OFFENSE INVOLVING CHILDREN,71,150
19,OFFENSE INVOLVING CHILDREN,72,136
